('base'/ 'color'),0.83333333333333326,1.0,0.9285714285714286,0.73809523809523803,0.9285714285714286,1.0,0.90476190476190477,0.5714285714285714,0.5714285714285714,0.7857142857142857,0.69047619047619058,0.8571428571428571,0.66666666666666663,0.90476190476190477,0.47619047619047616
('base'/ 'eye'),0.69047619047619047,0.7857142857142857,0.54761904761904756,0.5,0.5714285714285714,0.80952380952380942,0.54761904761904756,0.73809523809523803,1.0,0.73809523809523803,0.95238095238095233,0.45238095238095238,0.6428571428571429,0.80952380952380942,0.7142857142857143
('base'/ 'finger'),0.7857142857142857,0.7857142857142857,0.61904761904761896,0.7142857142857143,0.6428571428571429,0.59523809523809512,0.45238095238095238,0.59523809523809512,0.40476190476190471,0.59523809523809512,0.66666666666666663,0.52380952380952384,0.73809523809523803,0.95238095238095233,0.54761904761904767
('base'/ 'pass'),0.7142857142857143,1.0,0.83333333333333326,0.69047619047619047,0.7142857142857143,0.69047619047619058,0.88095238095238082,0.88095238095238082,0.90476190476190477,0.69047619047619047,0.73809523809523814,0.45238095238095238,0.7142857142857143,0.9285714285714286,0.83333333333333326
('base'/ 'song'),0.7857142857142857,0.73809523809523803,0.7142857142857143,0.80952380952380942,0.73809523809523803,0.6428571428571429,0.59523809523809512,0.88095238095238082,0.76190476190476186,0.73809523809523803,0.47619047619047616,0.5,0.90476190476190477,0.9285714285714286,0.66666666666666663
('base'/ 'sport'),0.88095238095238082,0.59523809523809512,0.7142857142857143,0.59523809523809512,0.83333333333333326,0.9285714285714286,1.0,0.61904761904761896,0.52380952380952384,0.7857142857142857,0.59523809523809512,0.38095238095238093,0.76190476190476186,0.88095238095238082,0.6428571428571429
('color'/ 'eye'),0.7857142857142857,1.0,0.90476190476190477,0.69047619047619047,0.7857142857142857,0.8571428571428571,0.40476190476190471,0.59523809523809512,1.0,0.90476190476190477,0.59523809523809512,0.83333333333333326,0.61904761904761896,0.88095238095238082,0.6428571428571429
('color'/ 'finger'),0.7142857142857143,1.0,1.0,0.8571428571428571,0.83333333333333326,0.8571428571428571,0.80952380952380942,0.73809523809523803,0.73809523809523803,0.80952380952380942,0.7142857142857143,1.0,0.76190476190476197,0.95238095238095233,0.76190476190476186
('color'/ 'pass'),0.9285714285714286,1.0,1.0,1.0,0.88095238095238082,0.8571428571428571,0.76190476190476186,0.95238095238095233,0.8571428571428571,0.66666666666666663,0.66666666666666663,0.95238095238095233,0.88095238095238082,0.76190476190476186,0.8571428571428571
('color'/ 'song'),0.88095238095238082,1.0,1.0,0.8571428571428571,0.90476190476190477,0.8571428571428571,0.73809523809523803,0.69047619047619047,0.90476190476190477,0.83333333333333326,0.54761904761904756,1.0,0.83333333333333326,0.95238095238095233,0.7857142857142857
('color'/ 'sport'),0.9285714285714286,0.95238095238095233,1.0,0.95238095238095233,0.95238095238095233,0.54761904761904767,0.76190476190476186,0.61904761904761896,0.59523809523809512,0.7857142857142857,0.30952380952380948,0.90476190476190477,0.7142857142857143,0.83333333333333337,0.6428571428571429
('eye'/ 'finger'),0.6428571428571429,0.83333333333333326,0.76190476190476186,0.47619047619047616,0.7857142857142857,0.73809523809523803,0.76190476190476186,0.88095238095238082,0.7857142857142857,0.6428571428571429,0.88095238095238082,0.69047619047619047,0.73809523809523814,0.76190476190476186,0.7142857142857143
('eye'/ 'pass'),0.61904761904761918,0.7857142857142857,0.88095238095238082,0.8571428571428571,0.59523809523809512,0.45238095238095238,0.5714285714285714,0.88095238095238082,0.5714285714285714,0.40476190476190471,0.42857142857142855,0.61904761904761896,0.76190476190476186,0.40476190476190471,0.61904761904761918
('eye'/ 'song'),0.21428571428571427,0.76190476190476197,0.54761904761904767,0.7857142857142857,0.83333333333333326,0.5,0.47619047619047616,0.7142857142857143,0.73809523809523803,0.59523809523809512,0.66666666666666663,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.5
('eye'/ 'sport'),0.59523809523809512,0.61904761904761896,0.83333333333333326,0.66666666666666663,0.7142857142857143,0.5,0.8571428571428571,0.30952380952380948,0.6428571428571429,0.52380952380952384,0.76190476190476186,0.45238095238095238,0.5,0.69047619047619047,0.54761904761904767
('finger'/ 'pass'),0.88095238095238082,0.83333333333333326,0.7142857142857143,0.95238095238095233,0.66666666666666663,0.52380952380952384,0.5714285714285714,0.90476190476190477,0.7142857142857143,0.2857142857142857,0.5714285714285714,0.61904761904761896,0.7857142857142857,0.8571428571428571,0.33333333333333331
('finger'/ 'song'),0.66666666666666663,0.47619047619047622,0.5714285714285714,0.61904761904761918,0.45238095238095238,0.76190476190476186,0.5714285714285714,0.7857142857142857,0.61904761904761896,0.52380952380952384,0.5714285714285714,0.7142857142857143,0.73809523809523803,0.61904761904761918,0.6428571428571429
('finger'/ 'sport'),0.52380952380952384,0.61904761904761896,0.59523809523809512,0.45238095238095238,0.54761904761904756,0.7142857142857143,0.88095238095238082,0.52380952380952384,0.2857142857142857,0.52380952380952384,0.47619047619047616,0.59523809523809512,0.69047619047619047,0.7857142857142857,0.66666666666666663
('pass'/ 'song'),0.69047619047619047,0.7857142857142857,0.7142857142857143,1.0,0.59523809523809512,0.35714285714285715,0.59523809523809512,0.80952380952380942,0.47619047619047616,0.38095238095238093,0.54761904761904767,0.40476190476190471,0.69047619047619047,0.8571428571428571,0.7142857142857143
('pass'/ 'sport'),0.6428571428571429,0.76190476190476186,0.7857142857142857,1.0,0.6428571428571429,0.5,0.90476190476190477,0.90476190476190477,0.5714285714285714,0.54761904761904756,0.73809523809523803,0.47619047619047616,0.52380952380952384,0.5714285714285714,0.5714285714285714
