10.049746990203857,300,9,"('color', 'pass')",subject0
8.325921058654785,200,9,"('color', 'pass')",subject0
5.31411600112915,100,9,"('color', 'pass')",subject0
4.205476999282837,75,9,"('color', 'pass')",subject0
3.188508987426758,50,9,"('color', 'pass')",subject0
3.2455668449401855,50,9,"('color', 'pass')",subject0
2.053715944290161,25,9,"('color', 'pass')",subject0
11.448570966720581,300,8,"('color', 'pass')",subject0
9.195416927337646,200,8,"('color', 'pass')",subject0
5.402921915054321,100,8,"('color', 'pass')",subject0
4.442321062088013,75,8,"('color', 'pass')",subject0
3.5860910415649414,50,8,"('color', 'pass')",subject0
3.455471992492676,50,8,"('color', 'pass')",subject0
2.4555249214172363,25,8,"('color', 'pass')",subject0
12.075769901275635,300,7,"('color', 'pass')",subject0
8.996198892593384,200,7,"('color', 'pass')",subject0
5.85103702545166,100,7,"('color', 'pass')",subject0
4.7603278160095215,75,7,"('color', 'pass')",subject0
3.219144105911255,50,7,"('color', 'pass')",subject0
3.3420441150665283,50,7,"('color', 'pass')",subject0
2.5448949337005615,25,7,"('color', 'pass')",subject0
11.669913053512573,300,6,"('color', 'pass')",subject0
8.874815940856934,200,6,"('color', 'pass')",subject0
5.307123899459839,100,6,"('color', 'pass')",subject0
3.6892240047454834,75,6,"('color', 'pass')",subject0
3.289602041244507,50,6,"('color', 'pass')",subject0
3.387212038040161,50,6,"('color', 'pass')",subject0
2.377351999282837,25,6,"('color', 'pass')",subject0
12.554037809371948,300,5,"('color', 'pass')",subject0
9.198368072509766,200,5,"('color', 'pass')",subject0
5.817303895950317,100,5,"('color', 'pass')",subject0
4.611586093902588,75,5,"('color', 'pass')",subject0
3.5574259757995605,50,5,"('color', 'pass')",subject0
3.488658905029297,50,5,"('color', 'pass')",subject0
2.462815999984741,25,5,"('color', 'pass')",subject0
12.297685146331787,300,4,"('color', 'pass')",subject0
9.070696115493774,200,4,"('color', 'pass')",subject0
5.485530853271484,100,4,"('color', 'pass')",subject0
4.3609349727630615,75,4,"('color', 'pass')",subject0
3.100637912750244,50,4,"('color', 'pass')",subject0
3.3147079944610596,50,4,"('color', 'pass')",subject0
1.9100639820098877,25,4,"('color', 'pass')",subject0
12.258023023605347,300,3,"('color', 'pass')",subject0
8.861860036849976,200,3,"('color', 'pass')",subject0
5.834928035736084,100,3,"('color', 'pass')",subject0
4.4731879234313965,75,3,"('color', 'pass')",subject0
3.665955066680908,50,3,"('color', 'pass')",subject0
3.490198850631714,50,3,"('color', 'pass')",subject0
2.460214138031006,25,3,"('color', 'pass')",subject0
12.801543951034546,300,2,"('color', 'pass')",subject0
8.94716501235962,200,2,"('color', 'pass')",subject0
5.53116512298584,100,2,"('color', 'pass')",subject0
4.784885883331299,75,2,"('color', 'pass')",subject0
3.4410531520843506,50,2,"('color', 'pass')",subject0
3.4213860034942627,50,2,"('color', 'pass')",subject0
2.3556180000305176,25,2,"('color', 'pass')",subject0
12.649272203445435,300,1,"('color', 'pass')",subject0
9.15364408493042,200,1,"('color', 'pass')",subject0
5.3763110637664795,100,1,"('color', 'pass')",subject0
4.061365842819214,75,1,"('color', 'pass')",subject0
3.256434202194214,50,1,"('color', 'pass')",subject0
3.3529980182647705,50,1,"('color', 'pass')",subject0
2.2184510231018066,25,1,"('color', 'pass')",subject0
12.271246910095215,300,0.5,"('color', 'pass')",subject0
9.489751100540161,200,0.5,"('color', 'pass')",subject0
